UUID,DateTime,GameType,PromptType,PromptVersion,GameNumber,Player1,Player2,Result,GameDuration,TotalMoves,Player1Moves,Player2Moves,Player1MovesPerWin,Player2MovesPerWin,Player1InvalidAlreadyTaken,Player2InvalidAlreadyTaken,Player1InvalidFormat,Player2InvalidFormat,Player1OutOfBounds,Player2OutOfBounds,MoveNumber,MovePlayer,MoveRow,MoveCol,MoveOutcome,CurrentStatus,Response,FinalGameState
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065038","connect-four","illustration","2024-06-12",1,"gpt-4o","gpt-4-turbo","winner1st",29,25,11,14,11,0,3,7,0,0,0,0,22,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeRYeee \neeYReee \neeRYRee \nYeRRYee \n","{'column':4}","eeeYeee \neeeReee \neeRYeee \neeYRYee \neeRYRee \nYeRRYRe \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065038","connect-four","illustration","2024-06-12",1,"gpt-4o","gpt-4-turbo","winner1st",29,25,11,14,11,0,3,7,0,0,0,0,23,2,4,5,"Valid","eeeYeee \neeeReee \neeRYeee \neeYReee \neeRYRee \nYeRRYee \n","{'column':5}","eeeYeee \neeeReee \neeRYeee \neeYRYee \neeRYRee \nYeRRYRe \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065038","connect-four","illustration","2024-06-12",1,"gpt-4o","gpt-4-turbo","winner1st",29,25,11,14,11,0,3,7,0,0,0,0,24,1,-1,4,"Already Taken","eeeYeee \neeeReee \neeRYeee \neeYRYee \neeRYRee \nYeRRYee \n","{'column':4}","eeeYeee \neeeReee \neeRYeee \neeYRYee \neeRYRee \nYeRRYRe \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065038","connect-four","illustration","2024-06-12",1,"gpt-4o","gpt-4-turbo","winner1st",29,25,11,14,11,0,3,7,0,0,0,0,25,1,6,6,"Valid","eeeYeee \neeeReee \neeRYeee \neeYRYee \neeRYRee \nYeRRYee \n","{'column':6}","eeeYeee \neeeReee \neeRYeee \neeYRYee \neeRYRee \nYeRRYRe \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,1,1,6,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeeeee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,2,2,5,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,3,1,4,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,4,2,3,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeReee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,5,1,2,4,"Valid","eeeeeee \neeeeeee \neeeYeee \neeeReee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,6,2,1,4,"Valid","eeeeeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,7,1,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,8,1,6,3,"Valid","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeReee \n","{'column':3}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,9,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,10,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,11,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,12,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,13,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,14,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,15,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065100","connect-four","illustration","2024-06-12",2,"gpt-4o","gpt-4-turbo","disqualified2nd",16,16,5,11,0,0,1,8,0,0,0,0,16,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,1,1,6,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeeeee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,2,2,5,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,3,1,4,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,4,2,3,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeReee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,5,1,2,4,"Valid","eeeeeee \neeeeeee \neeeYeee \neeeReee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,6,2,1,4,"Valid","eeeeeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,7,1,6,5,"Valid","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeReee \n","{'column':5}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,8,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,9,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,10,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,11,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,12,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,13,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,14,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065121","connect-four","illustration","2024-06-12",3,"gpt-4o","gpt-4-turbo","disqualified2nd",16,15,4,11,0,0,0,8,0,0,0,0,15,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeRRee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065144","connect-four","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","disqualified2nd",17,16,5,11,0,0,1,8,0,0,0,0,1,1,6,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeeeee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065144","connect-four","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","disqualified2nd",17,16,5,11,0,0,1,8,0,0,0,0,2,2,5,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065144","connect-four","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","disqualified2nd",17,16,5,11,0,0,1,8,0,0,0,0,3,1,4,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeeeee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065144","connect-four","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","disqualified2nd",17,16,5,11,0,0,1,8,0,0,0,0,4,2,3,4,"Valid","eeeeeee \neeeeeee \neeeeeee \neeeReee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065144","connect-four","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","disqualified2nd",17,16,5,11,0,0,1,8,0,0,0,0,5,1,2,4,"Valid","eeeeeee \neeeeeee \neeeYeee \neeeReee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065144","connect-four","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","disqualified2nd",17,16,5,11,0,0,1,8,0,0,0,0,6,2,1,4,"Valid","eeeeeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065144","connect-four","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","disqualified2nd",17,16,5,11,0,0,1,8,0,0,0,0,7,1,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065144","connect-four","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","disqualified2nd",17,16,5,11,0,0,1,8,0,0,0,0,8,1,6,3,"Valid","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeeReee \n","{'column':3}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
"0190165e-7a40-7c6b-9ec5-243fafc8c185","240614-065144","connect-four","illustration","2024-06-12",4,"gpt-4o","gpt-4-turbo","disqualified2nd",17,16,5,11,0,0,1,8,0,0,0,0,9,2,-1,4,"Already Taken","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n","{'column':4}","eeeYeee \neeeReee \neeeYeee \neeeReee \neeeYeee \neeRReee \n"
